count,description,fraction,in_wiki,value
1,,0.0,False,rent to own
1,,0.0,False,bicycle_parking;waste_basket
1,,0.0,False,bar;cafe;toilets
1,,0.0,False,empresa
1,,0.0,False,watering_place;drinking_water
1,,0.0,False,impound lot
1,,0.0,False,animal welfare
1,,0.0,False,courthouse;cafe
1,,0.0,False,video_games_centre
1,,0.0,False,Ice cream
1,,0.0,False,tourist_bus_parking
1,,0.0,False,CLINIC (Serrano Health Clinic)
1,,0.0,False,Genussverstärker
1,,0.0,False,informatica
1,,0.0,False,Inseminacja zwierząt
1,,0.0,False,ecole
1,,0.0,False,cementry
1,,0.0,False,Tuition Centre
1,,0.0,False,postal_depot
1,,0.0,False,post_box_nonexistent
1,,0.0,False,Basketball Court
1,,0.0,False,natural_medicine
1,,0.0,False,gas_station
1,,0.0,False,public_garden
1,,0.0,False,heritage_centre
1,,0.0,False,motor_painting
1,,0.0,False,schippersinternaat
1,,0.0,False,dental office
1,,0.0,False,salon_de_eventos
1,,0.0,False,fitness_center 
1,,0.0,False,retail_park
1,,0.0,False,nursing_home; social_facility
1,,0.0,False,implant dentist
1,,0.0,False,veterinary;dentist
1,,0.0,False,point_meeting
1,,0.0,False,sant sofa pou fanm viktim vyolans
1,,0.0,False,concession
1,,0.0,False,drinking-water-tap
1,,0.0,False,Watersport
1,,0.0,False,toll keeper
1,,0.0,False,school_grounds
1,,0.0,False,clock_post
1,,0.0,False,Jerusalem
1,,0.0,False,cafe;guest_house
1,,0.0,False,language_schoo
1,,0.0,False,locutory
1,,0.0,False,Church_Hall
1,,0.0,False,villas
1,,0.0,False,handwasher
1,,0.0,False,pub;bank;atm;cafe;restaurant;post_box;pharmacy
1,,0.0,False,house_removals
1,,0.0,False,parts
1,,0.0,False,broadcast
1,,0.0,False,Hurtigbåt
1,,0.0,False,dog_groomer
1,,0.0,False,Motorcycle Rental
1,,0.0,False,esteticien
1,,0.0,False,Cultural Center
1,,0.0,False,Котельная №3
1,,0.0,False,negozio per l'infanzia
1,,0.0,False,utility
1,,0.0,False,Abriga Social do Estado
1,,0.0,False,social_centre;cafe
1,,0.0,False,Vineyard
1,,0.0,False,gedung
1,,0.0,False,art_center
1,,0.0,False,gas_regulation_station
1,,0.0,False,bishankkhu narayan way
1,,0.0,False,conference_club
1,,0.0,False,Moulin
1,,0.0,False,bbq; drinking_water; waste_basket
1,,0.0,False,Bed and Resto
1,,0.0,False,Startplatz
1,,0.0,False,Delhi university women's college
1,,0.0,False,bicycle_parking; waste_disposal
1,,0.0,False,literature
1,,0.0,False,waterbike_rental
1,,0.0,False,weather_radar
1,,0.0,False,food_hall
1,,0.0,False,rental_offices
1,,0.0,False,Le Choco
1,,0.0,False,vegetable_market
1,,0.0,False,Gedenkstein
1,,0.0,False,River flow measurement station
1,,0.0,False,Cultural Centre
1,,0.0,False,Primary school
1,,0.0,False,waste_disposal.
1,,0.0,False,vulnerable groups
1,,0.0,False,cattle dip
1,,0.0,False,Griya Bandung Indah
1,,0.0,False,sport=shooting
1,,0.0,False,sports_and_soical_club
1,,0.0,False,senior_centre
1,,0.0,False,+49 8621 9919734
1,,0.0,False,shopping_cart
1,,0.0,False,Posto Abastecimento GALP
1,,0.0,False,bureau_de_change;atm
1,,0.0,False,Hogar Universitario
1,,0.0,False,skateboard_parking
1,,0.0,False,fast_food;bureau_de_change
1,,0.0,False,Creamery
1,,0.0,False,horseshoes
1,,0.0,False,MDOU №16
1,,0.0,False,MDOU №18
1,,0.0,False,shoes_service
1,,0.0,False,private_tutor
1,,0.0,False,Sentra Kuliner
1,,0.0,False,ruderi
1,,0.0,False,waste_transfer
1,,0.0,False,disused_prison
1,,0.0,False,public offic
1,,0.0,False,rifle_range
1,,0.0,False,Estate Agent
1,,0.0,False,vehicle_recovery
1,,0.0,False,"spa,_sauna"
1,,0.0,False,crss npth
1,,0.0,False,deep_water_port
1,,0.0,False,skates_rental
1,,0.0,False,drink
1,,0.0,False,restaurant;waste_disposal
1,,0.0,False,Healthcare
1,,0.0,False,Dev Ghar Public Building
1,,0.0,False,running
1,,0.0,False,dance_theater
1,,0.0,False,financial_service
1,,0.0,False,technical_inspection
1,,0.0,False,graffiti
1,,0.0,False,Fighting coq
1,,0.0,False,Public Office
1,,0.0,False,bathroom and toilet
1,,0.0,False,catttleyard
1,,0.0,False,dégustation
1,,0.0,False,bhajan ghar
1,,0.0,False,photo_atelier
1,,0.0,False,Zakład stolarski
1,,0.0,False,daycare center
1,,0.0,False,Tax Services
1,,0.0,False,Eingang Limespfad
1,,0.0,False,weather_vane
1,,0.0,False,architecture_bureau
1,,0.0,False,free visit
1,,0.0,False,green home mini resort
1,,0.0,False,Observation Platform
1,,0.0,False,community_centre; Kindergarten
1,,0.0,False,printer_ink
1,,0.0,False,emergency room;dentist
1,,0.0,False,RSL Club
1,,0.0,False,place_of_worshipste_basket
1,,0.0,False,bus_terminal
1,,0.0,False,clock_tower
1,,0.0,False,post_office_box
1,,0.0,False,popcorn;candy;ice_cream
1,,0.0,False,wayside_chapel
1,,0.0,False,oculist
1,,0.0,False,coperative
1,,0.0,False,Toro de Piedra
1,,0.0,False,WIFI_ETECSA
1,,0.0,False,parking;car_parking
1,,0.0,False,Mühle
1,,0.0,False,fore
1,,0.0,False,Fire_Hydrant
1,,0.0,False,Schwimmbad
1,,0.0,False,wood_stoves
1,,0.0,False,"fuel, gas,disel,air"
1,,0.0,False,foto
1,,0.0,False,remittance_center
1,,0.0,False,covoiturage
1,,0.0,False,doctors;embassy
1,,0.0,False,massage_parlor
1,,0.0,False,childrens_aid_society
1,,0.0,False,closet
1,,0.0,False,children's music school
1,,0.0,False,"post_office, pharmacy"
1,,0.0,False,Convention_centre
1,,0.0,False,Linha de água
1,,0.0,False,police port
1,,0.0,False,religious_ablution
1,,0.0,False,telephone;fire_station
1,,0.0,False,chandler
1,,0.0,False,soliciters
1,,0.0,False,library;cafe
1,,0.0,False,fire_station;hospital
1,,0.0,False,public_building;nursing_home
1,,0.0,False,poppodium
1,,0.0,False,bus_terminus
1,,0.0,False,health centre
1,,0.0,False,ski_dump
1,,0.0,False,Aire Trabajos verticales
1,,0.0,False,motorclycling
1,,0.0,False,Kedai Kopi
1,,0.0,False,bicycle_rental;bicycle_repair_station
1,,0.0,False,Schliessfach
1,,0.0,False,windsurf_rental
1,,0.0,False,casa do chefe do quarteirao Q. 40
1,,0.0,False,urbano
1,,0.0,False,Farmacia Southern
1,,0.0,False,Public_Service
1,,0.0,False,sport_fitness
1,,0.0,False,lipputanko
1,,0.0,False,horse_hitching_rail
1,,0.0,False,medicine
1,,0.0,False,Beratungsstelle_für_Menschen_mit_Behinderung
1,,0.0,False,trampoline
1,,0.0,False,Zip line
1,,0.0,False,police;post_office
1,,0.0,False,weight station
1,,0.0,False,clutch disk
1,,0.0,False,European_Documentation_Centre
1,,0.0,False,ぷｂ
1,,0.0,False,school;townhall
1,,0.0,False,foutain
1,,0.0,False,bussines_centre
1,,0.0,False,beergarden
1,,0.0,False,meesava
1,,0.0,False,funeral service
1,,0.0,False,Village
1,,0.0,False,access
1,,0.0,False,ciber cafe
1,,0.0,False,car_inspecting
1,,0.0,False,Logistiikkakeskus
1,,0.0,False,Espig Nutzfahrzeuge
1,,0.0,False,Plant MiSSP
1,,0.0,False,Travelmie Puncaknya Jogja Cafe
1,,0.0,False,Richmond Hill Prepartory
1,,0.0,False,Porter Sesnon Water Filling Station
1,,0.0,False,jeep
1,,0.0,False,Services Techniques
1,,0.0,False,rec park
1,,0.0,False,police department
1,,0.0,False,proposed_condo
1,,0.0,False,haurbour
1,,0.0,False,"community_centre,library,toilets"
1,,0.0,False,Nail Salon
1,,0.0,False,language_school;offices
1,,0.0,False,enforcement
1,,0.0,False,planter
1,,0.0,False,Ferienhof
1,,0.0,False,post_office;restaurant
1,,0.0,False,Armory
1,,0.0,False,papeleria
1,,0.0,False,meeting space
1,,0.0,False,rowing club
1,,0.0,False,telefonica
1,,0.0,False,Szkoła_językowa
1,,0.0,False,hotel;pub
1,,0.0,False,East Alabama Medical Center Financial Services
1,,0.0,False,CASA
1,,0.0,False,post_sorting_office
1,,0.0,False,Bath
1,,0.0,False,manure
1,,0.0,False,languge_school
1,,0.0,False,Coffee plantation
1,,0.0,False,Beachvolleyball
1,,0.0,False,ballet
1,,0.0,False,GOR Bulutangkis
1,,0.0,False,landfield
1,,0.0,False,children_camp
1,,0.0,False,residence toubouctou
1,,0.0,False,beehostel
1,,0.0,False,passport_office
1,,0.0,False,sewery
1,,0.0,False,boat_harbour
1,,0.0,False,concrete_plant
1,,0.0,False,prosecutor
1,,0.0,False,Entry Gate
1,,0.0,False,"nightclub, cafe, library"
1,,0.0,False,house_of_mourners
1,,0.0,False,garbage place
1,,0.0,False,abandoned:parking
1,,0.0,False,waster_water
1,,0.0,False,airplane_fuel
1,,0.0,False,Oulton Community Centre and Church
1,,0.0,False,bank now
1,,0.0,False,de:Personalservice
1,,0.0,False,detention_centre
1,,0.0,False,attorneys
1,,0.0,False,proposed_bicycle_parking
1,,0.0,False,neighbourhood_centre
1,,0.0,False,tyre_dealer
1,,0.0,False,shool
1,,0.0,False,disabled_centre
1,,0.0,False,fittness_center
1,,0.0,False,fitness_center;gym
1,,0.0,False,organisazyon fanm aktiv la vout
1,,0.0,False,taller de reparacion de refrigerodoras
1,,0.0,False,chess_room
1,,0.0,False,telephone;charging_station
1,,0.0,False,riviere
1,,0.0,False,disused:fast_food
1,,0.0,False,radio etincelle fm
1,,0.0,False,hospital_administration_office
1,,0.0,False,cafe_-_almuerzo
1,,0.0,False,massage_salon
1,,0.0,False,EMT station & emergency clinic
1,,0.0,False,Iglesia Inmaculado Corazon de Maria
1,,0.0,False,clothes_recycling
1,,0.0,False,maternity_clinic
1,,0.0,False,Produce Buying
1,,0.0,False,waste_basket;toilets;
1,,0.0,False,Off the Leash Dog Training
1,,0.0,False,play_school
1,,0.0,False,key_room
1,,0.0,False,evacuation_center
1,,0.0,False,9c 250
1,,0.0,False,mushroom_control
1,,0.0,False,body shop
1,,0.0,False,umkleide
1,,0.0,False,Barbershop
1,,0.0,False,roccolo
1,,0.0,False,cafe;biergarten
1,,0.0,False,police academy
1,,0.0,False,kitesurf_school
1,,0.0,False,Banco Pichincha
1,,0.0,False,model_home
1,,0.0,False,alottement
1,,0.0,False,boulodrome
1,,0.0,False,State Park
1,,0.0,False,icehouse
1,,0.0,False,campanile
1,,0.0,False,restaurant;bath
1,,0.0,False,"TK SD Permai, SMK Kristen Harapan Sejati"
1,,0.0,False,arking_space
1,,0.0,False,alpine cottages
1,,0.0,False,Vechicles_parking
1,,0.0,False,Sailing Center
1,,0.0,False,table_soccer_table
1,,0.0,False,adult day care
1,,0.0,False,pulic_bath
1,,0.0,False,piscine
1,,0.0,False,Organization
1,,0.0,False,tow_pound
1,,0.0,False,mission_house
1,,0.0,False,Carabinieri
1,,0.0,False,администрация
1,,0.0,False,glaziery
1,,0.0,False,siding
1,,0.0,False,university;music_school
1,,0.0,False,cementworks
1,,0.0,False,folklore
1,,0.0,False,sport=archery
1,,0.0,False,centro infantil buen vivir
1,,0.0,False,weight_balance
1,,0.0,False,club;restaurant
1,,0.0,False,parking_space_sign
1,,0.0,False,chicha
1,,0.0,False,Cell service
1,,0.0,False,teamroom
1,,0.0,False,Sports Ground
1,,0.0,False,rock_shelter
1,,0.0,False,skin_specialist
1,,0.0,False,Desmond Flat
1,,0.0,False,money_change
1,,0.0,False,latteria
1,,0.0,False,palace
1,,0.0,False,estetista
1,,0.0,False,Interim Agency
1,,0.0,False,pedalo
1,,0.0,False,kajak_rental
1,,0.0,False,usine clairin
1,,0.0,False,camel_ride
1,,0.0,False,South Rampart Street
1,,0.0,False,beauty salon
1,,0.0,False,cinema hall
1,,0.0,False,agricultural_fuel
1,,0.0,False,bordeel
1,,0.0,False,ramen
1,,0.0,False,toll_station
1,,0.0,False,alpine
1,,0.0,False,HPU Security Post
1,,0.0,False,tempat ibadah
1,,0.0,False,polttopuita
1,,0.0,False,mountain_rescue_box
1,,0.0,False,Sanitätshaus
1,,0.0,False,marketplace;atm
1,,0.0,False,studio;coworking_space
1,,0.0,False,archery
1,,0.0,False,car_detail
1,,0.0,False,motel_month
1,,0.0,False,book_shelf
1,,0.0,False,Robert A Young Federal Building
1,,0.0,False,Scout Headquarters
1,,0.0,False,nightclub;fast_food
1,,0.0,False,music_institute
1,,0.0,False,Residential_area
1,,0.0,False,adventure courses
1,,0.0,False,creche;kindergarten
1,,0.0,False,tabac
1,,0.0,False,Farmacia Drugstore
1,,0.0,False,baggerspecieontwateringsinrichting
1,,0.0,False,housing
1,,0.0,False,bath room
1,,0.0,False,old broken fountain
1,,0.0,False,old_place_of_worship
1,,0.0,False,tours
1,,0.0,False,karting_circuit
1,,0.0,False,Nadleśnictwo
1,,0.0,False,disused_hospital
1,,0.0,False,marketplace;bar
1,,0.0,False,cajkov
1,,0.0,False,rust en verzorgings centrum
1,,0.0,False,Books-A-Million
1,,0.0,False,club_rooms
1,,0.0,False,Jugendfreizeitheim
1,,0.0,False,春日原警部交番
1,,0.0,False,tow_truck
1,,0.0,False,body_shop
1,,0.0,False,watering_tank
1,,0.0,False,step road
1,,0.0,False,events_site
1,,0.0,False,party_centre
1,,0.0,False,Castle
1,,0.0,False,agricultur place
1,,0.0,False,community_centre; library
1,,0.0,False,events_venue; culinary_school
1,,0.0,False,Loro Loco Bar
1,,0.0,False,Cừa hàng kinh doanh mỹ phẩm Pháp
1,,0.0,False,Election Commission Office
1,,0.0,False,lotto_kiosk
1,,0.0,False,pool; fitness centre; ice rinks
1,,0.0,False,bio farm
1,,0.0,False,municipal_police
1,,0.0,False,painters
1,,0.0,False,dancing_club
1,,0.0,False,flight_training_centre
1,,0.0,False,community_cenre
1,,0.0,False,was:pub
1,,0.0,False,Geosito
1,,0.0,False,Adwell Cop
1,,0.0,False,range
1,,0.0,False,townhall;police
1,,0.0,False,Metal concert hall
1,,0.0,False,kabul_university
1,,0.0,False,polythene
1,,0.0,False,pharmacy;fast_food
1,,0.0,False,alternative_clinic
1,,0.0,False,communications
1,,0.0,False,cafe;pastry
1,,0.0,False,admin
1,,0.0,False,canteen/cafe
1,,0.0,False,tattoo_studio
1,,0.0,False,SMP 26
1,,0.0,False,online shopping
1,,0.0,False,ДИС
1,,0.0,False,musical_ensemble
1,,0.0,False,bicycle_rental;bar
1,,0.0,False,old_cinema
1,,0.0,False,service de l'élevage (Commune de Komsilga)
1,,0.0,False,birthing_centre
1,,0.0,False,fuel;grocery
1,,0.0,False,portable_heart_starter
1,,0.0,False,Dental Clinic
1,,0.0,False,sewing
1,,0.0,False,Beratungsdienst
1,,0.0,False,lime_kiln
1,,0.0,False,consulary
1,,0.0,False,keket paticerie
1,,0.0,False,Syndicate bank
1,,0.0,False,free_shows
1,,0.0,False,911 call center
1,,0.0,False,community_centre; theater
1,,0.0,False,Muthoot Finance
1,,0.0,False,sport center
1,,0.0,False,Wildlife Garden
1,,0.0,False,Centre culturel et représentation diplomatique
1,,0.0,False,examencentrum
1,,0.0,False,youth club
1,,0.0,False,In Vessel Composting
1,,0.0,False,Armed Police Force
1,,0.0,False,resturent
1,,0.0,False,prefecture
1,,0.0,False,UNAH
1,,0.0,False,carpenter's_workshop
1,,0.0,False,"""Волна"" гостиница"
1,,0.0,False,Garbage Collection Units
1,,0.0,False,tanning_beds
1,,0.0,False,room_design
1,,0.0,False,sport centre
1,,0.0,False,money_exchange
1,,0.0,False,waterspout
1,,0.0,False,chaning_rooms
1,,0.0,False,Modellflugplatz
1,,0.0,False,el pili
1,,0.0,False,public_building; toilets
1,,0.0,False,streetfood
1,,0.0,False,commercial_Signs
1,,0.0,False,Rundfunkhaus
1,,0.0,False,Leih-Karren
1,,0.0,False,equine_hospital
1,,0.0,False,Obstbaum
1,,0.0,False,shopho
1,,0.0,False,letterbox
1,,0.0,False,natur_reserve
1,,0.0,False,landuse
1,,0.0,False,service_bicycle
1,,0.0,False,estanco
1,,0.0,False,dumping site
1,,0.0,False,school; college
1,,0.0,False,drinking_health
1,,0.0,False,Прирельсовый склад ГСМ
1,,0.0,False,dentist;doctor
1,,0.0,False,punching_bag
1,,0.0,False,bar; pub
1,,0.0,False,restaurant; pub
1,,0.0,False,removed
1,,0.0,False,music_schol
1,,0.0,False,sports_centre;swimming_pool
1,,0.0,False,"waste_basket, bench"
1,,0.0,False,Eczane
1,,0.0,False,کارخانه
1,,0.0,False,grinding_mill
1,,0.0,False,pre-school
1,,0.0,False,smoking area
1,,0.0,False,база отдыха
1,,0.0,False,place_of_worship;dojo
1,,0.0,False,bureau la croix rouge de marigot
1,,0.0,False,Centro de Salud
1,,0.0,False,cake
1,,0.0,False,nightclub 
1,,0.0,False,home_health_care
1,,0.0,False,swimming_pool_supply_store
1,,0.0,False,parrucchiere
1,,0.0,False,ice_cream; bar
1,,0.0,False,outdoor_education
1,,0.0,False,Training & Consulting
1,,0.0,False,Augen- Praxisklinik
1,,0.0,False,restaurant; pool_bar
1,,0.0,False,place_of_entertainment
1,,0.0,False,cara
1,,0.0,False,machineshop
1,,0.0,False,bicycle_parking;post_box
1,,0.0,False,internet_kiosk
1,,0.0,False,echography
1,,0.0,False,Zeitungen/ Zeitschriften
1,,0.0,False,hearing_clinic
1,,0.0,False,nurse_home
1,,0.0,False,university;parking
1,,0.0,False,Katholisches Bildungsforum Recklinghausen FBS Dorsten
1,,0.0,False,park_office
1,,0.0,False,bar;recycling
1,,0.0,False,animal_school
1,,0.0,False,Scout Troop
1,,0.0,False,Complementos para mujer
1,,0.0,False,rehabilitation_centre
1,,0.0,False,Public Health Office
1,,0.0,False,library.Lunacharsky
1,,0.0,False,tanatori
1,,0.0,False,chlldcare
1,,0.0,False,Guest house
1,,0.0,False,threshing floor
1,,0.0,False,Pizza Delivery
1,,0.0,False,interior_decoration
1,,0.0,False,cbcc
1,,0.0,False,mountain climbing artificial structure
1,,0.0,False,security_check
1,,0.0,False,cummunity_centre
1,,0.0,False,lifeguard_base
1,,0.0,False,hoover
1,,0.0,False,raite_station
1,,0.0,False,financial_group
1,,0.0,False,strawberry_fields
1,,0.0,False,rm metal work shop
1,,0.0,False,Wettinger Solarienvertrieb
1,,0.0,False,tool_repair
1,,0.0,False,salt_inhalation_therapy
1,,0.0,False,sports hall
1,,0.0,False,boat_service
1,,0.0,False,sport hall
1,,0.0,False,financial_advisers
1,,0.0,False,32 Palm Salon
1,,0.0,False,Water Pump St.
1,,0.0,False,wishing_tree
1,,0.0,False,private_coaching
1,,0.0,False,Administrative office
1,,0.0,False,medical_school
1,,0.0,False,bearproof
1,,0.0,False,land used
1,,0.0,False,Commercial Building
1,,0.0,False,grage
1,,0.0,False,unauthorized rubbish
1,,0.0,False,Chauffeurservice
1,,0.0,False,Show room (car)
1,,0.0,False,جایگاه گاز
1,,0.0,False,Power Station
1,,0.0,False,militar
1,,0.0,False,Cigarette Automat
1,,0.0,False,limit 80km
1,,0.0,False,bicycle_dirt jumping
1,,0.0,False,public_art
1,,0.0,False,crane_hire
1,,0.0,False,culture center
1,,0.0,False,Bar la Torre
1,,0.0,False,Ministry of Planning
1,,0.0,False,grain warehouse
1,,0.0,False,Zweckverband Wasserversorgung
1,,0.0,False,fire_station;restaurant;cafe
1,,0.0,False,go-carts
1,,0.0,False,selling of goods
1,,0.0,False,nail
1,,0.0,False,local comercial
1,,0.0,False,tollnhall
1,,0.0,False,merixen
1,,0.0,False,police;restaurant
1,,0.0,False,fish_harbour
1,,0.0,False,name
1,,0.0,False,painting
1,,0.0,False,dollar store
1,,0.0,False,animal_wellfare
1,,0.0,False,Gold Shop
1,,0.0,False,waste_glass
1,,0.0,False,scout_house
1,,0.0,False,młyn
1,,0.0,False,retirement_house
1,,0.0,False,communy_centre
1,,0.0,False,danger_dog
1,,0.0,False,hospital;social_facility
1,,0.0,False,floating
1,,0.0,False,Academia
1,,0.0,False,unused land
1,,0.0,False,Многотопливный автозаправочный комплекс (АЗК 117)
1,,0.0,False,orchestra
1,,0.0,False,Electricity office
1,,0.0,False,たこ焼き 持ち帰り
1,,0.0,False,tribinale
1,,0.0,False,hindu mandir
1,,0.0,False,Koindu driver's Union Office
1,,0.0,False,Bing
1,,0.0,False,swap_box
1,,0.0,False,Ag Right
1,,0.0,False,shower;drinking_water
1,,0.0,False,was:clinic
1,,0.0,False,tennis_Club
1,,0.0,False,level_crossing_signal_box
1,,0.0,False,mattoteline
1,,0.0,False,community_centre3
1,,0.0,False,meeting_hall
1,,0.0,False,waste_transter_station
1,,0.0,False,religious house
1,,0.0,False,pumpstation
1,,0.0,False,station_entrance
1,,0.0,False,monastir
1,,0.0,False,Gedung Pertemuan PKS
1,,0.0,False,concert_venue
1,,0.0,False,latrine
1,,0.0,False,education_center
1,,0.0,False,bag shop
1,,0.0,False,test drive track
1,,0.0,False,handicapped_parking
1,,0.0,False,public_bus
1,,0.0,False,NOAA Coastal Services Center
1,,0.0,False,car_dealership
1,,0.0,False,fire_station;fuel
1,,0.0,False,university=abandoned
1,,0.0,False,children_centre
1,,0.0,False,primaryschool maingate
1,,0.0,False,electrical_box
1,,0.0,False,Gina's cake & cofee cafe
1,,0.0,False,kindergarten;townhall
1,,0.0,False,community_house
1,,0.0,False,Centrum ubezpieczeń
1,,0.0,False,monastry
1,,0.0,False,historic_site
1,,0.0,False,Kovil
1,,0.0,False,Check Post
1,,0.0,False,przystanek tramwajowy
1,,0.0,False,seats
1,,0.0,False,Tailor
1,,0.0,False,Gestüt
1,,0.0,False,massage_chair
1,,0.0,False,photography_club
1,,0.0,False,dermatologist
1,,0.0,False,tienda de periodicos
1,,0.0,False,bureau hand for help
1,,0.0,False,centre fondation international lifeline haiti
1,,0.0,False,bus_station;ferry_terminal
1,,0.0,False,washbasin
1,,0.0,False,soziale_Einrichtung
1,,0.0,False,pub;vending_machine
1,,0.0,False,usine bloc
1,,0.0,False,multi-porpose hall
1,,0.0,False,pub;nightclub
1,,0.0,False,canadian_flag
1,,0.0,False,blood_donor_clinic
1,,0.0,False,Telecommunication Company
1,,0.0,False,shop_internet_access
1,,0.0,False,car_rent
1,,0.0,False,x-hall
1,,0.0,False,consultancy
1,,0.0,False,Eric Wilson Way
1,,0.0,False,Robot Building
1,,0.0,False,Reform 455
1,,0.0,False,computer Institute
1,,0.0,False,Ground
1,,0.0,False,dispancery
1,,0.0,False,Клуб
1,,0.0,False,flying_fox
1,,0.0,False,Schuetzenplatz
1,,0.0,False,Kropotkin Elevator
1,,0.0,False,school;public_building
1,,0.0,False,restaurant;dive_centre
1,,0.0,False,Hair Saloon
1,,0.0,False,pharmacy; atm
1,,0.0,False,eye_care
1,,0.0,False,intermittent
1,,0.0,False,lost_and_found
1,,0.0,False,local_nature_reserve
1,,0.0,False,bus_station_masterskaya_podushki_odeyala
1,,0.0,False,consulting
1,,0.0,False,obstetric practice
1,,0.0,False,nightclub;cafe;restaurant
1,,0.0,False,memorial_site
1,,0.0,False,school;training
1,,0.0,False,apple-juice_factory
1,,0.0,False,taxi_button
1,,0.0,False,historic=memorial
1,,0.0,False,Administration
1,,0.0,False,HelthPost
